Fe,Mn,Ni,T,NP_ALPHA_MN,NP_BCC_A2,NP_BETA_MN,NP_FCC_A1,NP_LIQUID,NP_MNNI,NP_MNNI2,GM,HM,SM,CPM,converged,in_stainless_box
0.6070420319684949,0.36634780377778,0.02661016425372514,766.0929958932328,0.0,0.0,0.0,0.9999999999999994,0.0,0.0,0.0,-34359.11347524404,0.0,0.0,0.0,True,0
0.49480008020856436,0.40573796675074114,0.0994619530406945,1644.7679931105104,0.0,0.0,0.0,0.0,0.9999999999999992,0.0,0.0,-112252.1170730418,0.0,0.0,0.0,True,0
0.6682977033498654,0.21156220498029435,0.12014009166984026,1059.2855041672626,0.0,0.0,0.0,1.0000000000000007,0.0,0.0,0.0,-56860.61144256203,0.0,0.0,0.0,True,1
0.5465623608824969,0.27092304965774205,0.18251458945976107,1155.954137266262,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,-67539.79739236778,0.0,0.0,0.0,True,0
0.6333376255941444,0.3298586269984237,0.03680374740743185,744.4810415601884,0.0,0.0,0.0,0.9999999999999993,0.0,0.0,0.0,-32871.00177585673,0.0,0.0,0.0,True,0
0.4048318039252963,0.3646382792621131,0.2305299168125906,798.3596940779549,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-41803.8516668644,0.0,0.0,0.0,True,0
0.879380846894243,0.04586938222859128,0.07474977087716572,872.3102085571916,0.0,0.3914941889921839,0.0,0.6085058110049504,0.0,0.0,0.0,-37535.22428719372,0.0,0.0,0.0,True,1
0.5477291942580435,0.09051436770187062,0.36175643804008595,1547.9511719012291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-100181.28861251086,0.0,0.0,0.0,True,0
0.4454545454545455,0.16272727272727272,0.3918181818181818,1500.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-98893.03130825823,0.0,0.0,0.0,True,0
0.32166993303396385,0.357316351423191,0.3210137155428452,853.0003291985174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-47343.06714199071,0.0,0.0,0.0,True,0
0.49503774146630314,0.17990779250048378,0.32505446603321314,1886.4488748050558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-138425.4424886166,0.0,0.0,0.0,True,0
0.11595988939106039,0.21996813166919557,0.664071978939744,1842.9936138576356,0.0,0.0,0.0,0.0,0.9999999999999991,0.0,0.0,-135374.92838574585,0.0,0.0,0.0,True,0
0.3024983029435813,0.41450305669330123,0.28299864036311745,1991.8943396959203,0.0,0.0,0.0,0.0,1.0000000000000009,0.0,0.0,-157165.1688990538,0.0,0.0,0.0,True,0
0.9564794991695373,0.02621924806713302,0.017301252763329614,1177.0603423382759,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-57266.31212834449,0.0,0.0,0.0,True,1
0.34945015685799174,0.42296082110015587,0.2275890220418524,1162.835084492347,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-71262.14430864838,0.0,0.0,0.0,True,0
0.7391942193048404,0.2376764551380559,0.02312932555710363,784.8379678103923,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-34009.20978132876,0.0,0.0,0.0,True,1
0.28582385165137786,0.67976871337302,0.03440743497560211,1419.890722544794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-88763.43909320785,0.0,0.0,0.0,True,0
0.4530884538790947,0.1983747315103011,0.34853681461060426,1546.0137862463853,0.0,0.0,0.0,1.0000000000000007,0.0,0.0,0.0,-103784.34994620431,0.0,0.0,0.0,True,0
0.7000183231302697,0.22546634868269866,0.0745153281870317,929.0860542832833,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-45773.13257997418,0.0,0.0,0.0,True,1
0.8474595502592754,0.0541998783073059,0.09834057143341869,1056.9413164991936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-51865.70127529579,0.0,0.0,0.0,True,1
0.2708715471004088,0.6262562829196032,0.10287216997998799,797.0278318636418,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-39869.15976829598,0.0,0.0,0.0,True,0
0.471493267045467,0.44829657553590113,0.08021015741863181,1734.9292967543201,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-121828.40812523902,0.0,0.0,0.0,True,0
