Fe,Cr,V,T,NP_BCC_A2,NP_FCC_A1,NP_LIQUID,NP_SIGMA,GM,HM,SM,CPM,converged
0.308782156652256,0.43177063828689205,0.259447205060852,1465.9057177318732,0.9999999999999999,0.0,0.0,0.0,-87794.97288306548,0.0,0.0,0.0,True
0.9018340827648189,0.019196638309221845,0.07896927892595931,1510.3679024524233,1.0,0.0,0.0,0.0,-86948.48648597102,0.0,0.0,0.0,True
0.45898232241237014,0.36397298622643076,0.17704469136119913,1465.1179274433298,1.0,0.0,0.0,0.0,-87011.01228889645,0.0,0.0,0.0,True
0.625176488458554,0.03669799782847423,0.33812551371297167,1080.8166784549883,0.0,0.0,0.0,0.9999999999999997,-59798.190848089216,0.0,0.0,0.0,True
0.2927272727272727,0.3918181818181818,0.31545454545454543,1300.0,0.9999999999999996,0.0,0.0,0.0,-75025.1536474449,0.0,0.0,0.0,True
0.6867038909593391,0.2090271237205098,0.10426898532015104,1295.930841491972,0.9999999999999992,0.0,0.0,0.0,-71113.15877670211,0.0,0.0,0.0,True
0.7032673297525962,0.24685211180660083,0.049880558440802955,723.3920084664057,0.9999999999991551,0.0,0.0,0.0,-27593.741343842412,0.0,0.0,0.0,True
0.2927272727272728,0.6209090909090909,0.08636363636363635,1100.0,1.0000000000000002,0.0,0.0,0.0,-52280.21485195195,0.0,0.0,0.0,True
0.559897757300089,0.12033800915622628,0.3197642335436847,1112.751716511872,0.0,0.0,0.0,1.0000000000000004,-62316.52022548221,0.0,0.0,0.0,True
0.47054656784640003,0.32548797300293825,0.20396545915066164,1123.3836371694247,0.13026435423216629,0.0,0.0,0.8697356457628574,-59750.27954731832,0.0,0.0,0.0,True
0.0673154546685375,0.3984344240231519,0.5342501213083106,1782.2740812991199,0.9999999999999997,0.0,0.0,0.0,-113978.8569611447,0.0,0.0,0.0,True
0.9594307369156458,0.019697300803201773,0.02087196228115235,1141.1724462229529,1.0000000000000002,0.0,0.0,0.0,-54129.78137419037,0.0,0.0,0.0,True
0.7199978921885988,0.2779765500561451,0.0020255577552561457,1969.8291803641328,0.0,0.0,0.9999999999999997,0.0,-128498.56943127555,0.0,0.0,0.0,True
0.5776004729572256,0.3451608140814282,0.07723871296134623,992.4809520493704,0.0,0.0,0.0,0.9999999999999996,-46107.386471059704,0.0,0.0,0.0,True
0.9504902227106333,0.01880914894243061,0.030700628346936047,1744.1664088392452,1.0,0.0,0.0,0.0,-105432.4137658166,0.0,0.0,0.0,True
0.9691364241909092,0.015412057901482666,0.015451517907608082,1233.7206945473372,1.0,0.0,0.0,0.0,-60807.55699405621,0.0,0.0,0.0,True
0.9855638126305422,0.005000592486883968,0.009435594882573844,1277.1459300470365,0.013675959850871007,0.9863240401565444,0.0,0.0,-63533.49677964702,0.0,0.0,0.0,True
0.6310181141141875,0.23583019084738543,0.13315169503842708,792.1634453047304,0.341442256436707,0.0,0.0,0.6585577435649297,-34471.756203055884,0.0,0.0,0.0,True
0.260090572525276,0.08649107765871121,0.6534183498160128,809.8411844705763,0.5028053020710049,0.0,0.0,0.49719469792632864,-41662.387980586966,0.0,0.0,0.0,True
0.4465447373436557,0.2696452004807034,0.2838100621756409,1626.994749338975,0.9999999999999999,0.0,0.0,0.0,-104526.90486965934,0.0,0.0,0.0,True
0.3690909090909092,0.23909090909090908,0.3918181818181818,1500.0,1.0000000000000002,0.0,0.0,0.0,-94405.47817380684,0.0,0.0,0.0,True
0.35176415116340465,0.24313086559874264,0.4051049832378527,1209.5355916189392,0.8754279093852383,0.0,0.0,0.12457209061579401,-69957.67842875134,0.0,0.0,0.0,True
0.983069085860449,0.005230424782046859,0.01170048935750414,1295.0933920769853,0.19246471379511054,0.8075352862366831,0.0,0.0,-65104.034022523505,0.0,0.0,0.0,True
0.542386289019677,0.40461361177380606,0.05300009920651695,911.6339981201581,0.0,0.0,0.0,1.0000000000000002,-39228.68022201655,0.0,0.0,0.0,True
0.14000000000000007,0.46818181818181814,0.3918181818181818,1300.0,1.0000000000000004,0.0,0.0,0.0,-73940.72589522287,0.0,0.0,0.0,True
0.4110381239731148,0.3464034381812937,0.24255843784559147,746.1755664566497,0.17249319184244577,0.0,0.0,0.8275068081850329,-33863.29943240436,0.0,0.0,0.0,True
0.759905358424723,0.15106392320427756,0.08903071837099952,994.9816380266113,0.9078173975374801,0.0,0.0,0.09218260246824507,-47004.04509312782,0.0,0.0,0.0,True
