Fe,Cr,Ni,T,NP_BCC_A2,NP_FCC_A1,NP_LIQUID,NP_SIGMA,GM,HM,SM,CPM,converged
0.8274731912556336,0.15110865499702583,0.02141815374734057,817.0622190083343,1.0000000000000002,0.0,0.0,0.0,-31979.566712097818,0.0,0.0,0.0,True
0.5262518639803998,0.4005614945820293,0.07318664143757093,1172.664051268677,0.0,0.1349097800022076,0.0,0.8650902199851923,-57958.15453419908,0.0,0.0,0.0,True
0.1350572305818999,0.35558891068576265,0.5093538587323375,837.7250640882501,0.14852664248285574,0.8514733575032434,0.0,0.0,-37507.587337563455,0.0,0.0,0.0,True
0.46776725200281266,0.3437299888073996,0.1885027591897878,1309.4371697155452,0.15811099312757868,0.8418890068770126,0.0,0.0,-71717.70165053465,0.0,0.0,0.0,True
0.7639418763578323,0.2115915207347773,0.024466602907390438,1129.6601078579165,0.5501877923400909,0.44981220765976304,0.0,0.0,-54077.356272679914,0.0,0.0,0.0,True
0.7601451930568892,0.010964635083481201,0.2288901718596296,1071.500189431431,0.0,0.9999999999999998,0.0,0.0,-53740.44193819795,0.0,0.0,0.0,True
0.5912667653599506,0.17836994702203002,0.23036328761801944,1017.2019534551296,0.0,1.0,0.0,0.0,-50346.604483098374,0.0,0.0,0.0,True
0.5411560844812229,0.3694995461661727,0.08934436935260441,1721.8472129395964,0.9999999999999994,0.0,0.0,0.0,-106665.56765908014,0.0,0.0,0.0,True
0.42758977249017105,0.39031745074799234,0.1820927767618367,1925.3181645162258,0.0,0.0,0.9999999999999996,0.0,-129182.03051607913,0.0,0.0,0.0,True
0.576146001244973,0.21886494911590076,0.20498904963912637,983.7221264225911,0.0,0.9849718183114838,0.0,0.015028181678881331,-47164.33277889167,0.0,0.0,0.0,True
0.6314668683053403,0.33896625296909055,0.029566878725569228,812.7380558379575,0.44544032535496175,0.0,0.0,0.5545596746458739,-31284.79403688194,0.0,0.0,0.0,True
0.444573155589702,0.3741830097679856,0.18124383464231242,927.3499316701988,0.0,0.4309295589246612,0.0,0.5690704410896212,-41562.11624998775,0.0,0.0,0.0,True
0.4706201541018461,0.15260417612261076,0.3767756697755431,816.5255025161667,0.0,0.9999999999999998,0.0,0.0,-37655.14406285146,0.0,0.0,0.0,True
0.21036736890265084,0.7464866091625346,0.043146021934814524,1318.6470610669123,1.0000000000000002,0.0,0.0,0.0,-64174.83006028696,0.0,0.0,0.0,True
0.33207462776482044,0.44535666500561294,0.2225687072295667,1162.1747242258202,0.30376249730569016,0.6962375025586647,0.0,0.0,-58643.861466910996,0.0,0.0,0.0,True
0.7075147118521489,0.2431056502307112,0.04937963791714,1939.501700789181,0.0,0.0,0.9999999999999997,0.0,-128493.10394487825,0.0,0.0,0.0,True
0.4293636021194422,0.12405635181437911,0.4465800460661787,1616.0300746092007,0.0,0.9999999999999997,0.0,0.0,-103450.39478355274,0.0,0.0,0.0,True
0.4267978951190698,0.18957468426229426,0.3836274206186359,1009.8495734904798,0.0,1.0,0.0,0.0,-51543.33638331028,0.0,0.0,0.0,True
0.5741777993326496,0.18094609844125958,0.24487610222609085,873.0359196501047,0.0,0.9999999999999996,0.0,0.0,-39861.703439565244,0.0,0.0,0.0,True
0.41813583627105066,0.3980493725735992,0.18381479115535018,1071.2920341438964,0.0,0.43372496378731135,0.0,0.5662750362135813,-51930.16657150221,0.0,0.0,0.0,True
0.6163163942274321,0.2871631617536908,0.09652044401887722,1734.0326533574603,0.0,0.0,1.0000000000000002,0.0,-108851.78991153346,0.0,0.0,0.0,True
0.9563852268267149,0.017105518748150597,0.02650925442513447,735.6700738055382,1.0000000000000002,0.0,0.0,0.0,-27184.079476933537,0.0,0.0,0.0,True
